id,intent,user_input,bot_response,timestamp,confidence_score,conversation_id
5473,greeting,yo,Hi there! Need any help?,2024-12-02T06:44:36.628383,0.98,2700
5474,payment_issue,Payment failed for subscription,"To resolve payment for subscription, try check card details. If needed, try again in 1 hour.",2024-12-09T12:28:27.628383,0.83,2700
5475,goodbye,night,"Take care, bye!",2024-12-01T22:26:10.628383,0.98,2700
5476,greeting,howdy,Hello there!,2024-12-04T23:35:59.628383,0.95,2701
5477,product_inquiry,Information about keyboard,We have keyboard. It costs $730 and comes with gift wrapping.,2024-12-03T16:02:11.628383,0.89,2701
5478,order_status,Track order #23834,Your order #23834 is processing. Estimated delivery: next week.,2024-11-27T02:29:29.628383,0.8,2701
5479,goodbye,later,See you!,2024-12-10T05:06:41.628383,0.96,2701
5480,greeting,hi,Hey! What's up?,2024-12-04T08:35:16.628383,0.97,2702
5481,product_inquiry,Do you have mouse in stock?,"Yes, mouse is in stock. The price is $317 and free shipping.",2024-12-04T14:25:01.628383,0.85,2702
5482,technical_support,Issue with bluetooth,"For bluetooth issues: First check settings, then reset to defaults.",2024-12-21T13:14:06.628383,0.76,2702
5483,greeting,yo,Hello!,2024-12-10T16:38:06.628383,0.98,2703
5484,payment_issue,Payment error purchase,"For the payment issue with purchase, please try another payment method. Then try again in 1 hour.",2024-12-01T03:12:46.628383,0.83,2703
5485,greeting,sup,Hello there!,2024-12-09T09:16:20.628383,0.98,2703
5486,greeting,hello,Hello! How may I help you?,2024-12-17T17:19:12.628383,0.95,2704
5487,product_inquiry,I'm looking for monitor,"Yes, monitor is in stock. The price is $676 and free shipping.",2024-12-08T06:05:08.628383,0.84,2704
5488,payment_issue,Can't pay for order,"I'll help with your order payment. First verify billing address, then contact your bank.",2024-11-27T03:01:41.628383,0.8,2704
5489,technical_support,Issue with app,"To fix app, try: restart the device. If that doesn't work, reset to defaults.",2024-11-30T03:21:13.628383,0.81,2704
5490,goodbye,catch you later,See you later!,2024-12-04T14:04:03.628383,0.95,2704
5491,greeting,greetings,Hi there!,2024-12-11T01:50:40.628383,0.96,2705
5492,technical_support,bluetooth not working,"For bluetooth issues: First restart the device, then try safe mode.",2024-11-30T02:09:54.628383,0.81,2705
5493,payment_issue,Problem paying service,"For the payment issue with service, please check card details. Then try again in 1 hour.",2024-11-28T17:23:16.628383,0.88,2705
5494,greeting,hello,Hey! How can I assist you?,2024-12-10T00:24:22.628383,0.95,2706
5495,product_inquiry,Do you have camera in stock?,"Yes, camera is in stock. The price is $175 and 20% discount.",2024-12-19T02:37:29.628383,0.8,2706
5496,greeting,morning,Hi!,2024-12-21T02:10:13.628383,0.97,2706
5497,goodbye,byee,Take care!,2024-12-21T11:13:03.628383,0.99,2706
5498,greeting,hi,Hello! How may I help you?,2024-11-24T09:09:34.628383,0.96,2707
5499,goodbye,peace out,See you!,2024-12-08T09:26:05.628383,0.99,2707
5500,payment_issue,Payment failed for order,"I'll help with your order payment. First verify billing address, then contact your bank.",2024-12-11T22:27:17.628383,0.81,2707
5501,greeting,heyy,Hey! How can I assist you?,2024-12-13T04:36:19.628383,0.96,2708
5502,product_inquiry,Tell me about headphones,"Yes, headphones is in stock. The price is $239 and 1-year warranty.",2024-12-17T15:58:26.628383,0.93,2708
5503,goodbye,cya,"Take care, bye!",2024-12-17T10:02:51.628383,0.97,2708
5504,greeting,heya,Hey! How can I assist you?,2024-11-30T22:36:01.628383,0.98,2709
5505,payment_issue,Issue paying service,"For the payment issue with service, please try another payment method. Then try again in 1 hour.",2024-12-07T15:40:45.628383,0.79,2709
5506,greeting,hello!,Hey! What's up?,2024-12-11T09:01:12.628383,0.99,2710
5507,greeting,hi hi,Hello! What brings you here?,2024-12-14T09:53:21.628383,0.96,2710
5508,product_inquiry,Do you have headphones in stock?,We have headphones. It costs $160 and comes with 1-year warranty.,2024-12-07T05:43:00.628383,0.95,2710
5509,greeting,heyy,Hi there!,2024-12-10T23:06:07.628383,0.96,2711
5510,order_status,Can you check status of order #20212,I've checked order #20212. Status: out for delivery. Expected arrival: next week.,2024-12-13T12:23:49.628383,0.78,2711
5511,greeting,hi,Hey there!,2024-12-03T05:40:21.628383,0.98,2712
5512,product_inquiry,Price of smartwatch?,"Yes, smartwatch is in stock. The price is $377 and 1-year warranty.",2024-11-23T16:49:27.628383,0.79,2712
5513,payment_issue,Issue paying subscription,"To resolve payment for subscription, try verify billing address. If needed, clear browser cache.",2024-11-22T21:44:31.628383,0.89,2712
5514,goodbye,bye!,Bye bye!,2024-11-28T01:19:40.628383,0.97,2712
5515,greeting,hey hey,Hello! What brings you here?,2024-12-18T06:30:01.628383,0.96,2713
5516,order_status,Track order #37571,Your order #37571 is processing. Estimated delivery: in 2 days.,2024-12-03T13:56:47.628383,0.93,2713
5517,greeting,hi,Hi there! Need any help?,2024-11-29T03:09:53.628383,0.97,2714
5518,payment_issue,Problem paying order,"For the payment issue with order, please try another payment method. Then try again in 1 hour.",2024-12-13T00:38:21.628383,0.83,2714
5519,technical_support,Help with bluetooth,"For bluetooth issues: First check settings, then reset to defaults.",2024-12-02T04:47:31.628383,0.77,2714
5520,greeting,hi hi,Hi! How can I help?,2024-11-25T11:11:17.628383,0.99,2715
5521,product_inquiry,Tell me about monitor,"Yes, monitor is in stock. The price is $571 and free shipping.",2024-12-20T06:14:01.628383,0.77,2715
5522,payment_issue,Payment error service,"For the payment issue with service, please verify billing address. Then clear browser cache.",2024-12-03T21:07:52.628383,0.85,2715
5523,greeting,heyy,Hey!,2024-12-13T04:12:38.628383,0.96,2716
5524,order_status,Where is my order #27736?,I've checked order #27736. Status: shipped. Expected arrival: by end of week.,2024-11-25T07:45:06.628383,0.9,2716
5525,greeting,howdy,Hello! What brings you here?,2024-12-07T22:17:19.628383,0.98,2717
5526,goodbye,good night,"Thanks, bye!",2024-11-26T02:09:08.628383,0.98,2717
5527,product_inquiry,Tell me about tablet,tablet is available. Priced at $743 with free shipping.,2024-12-09T07:44:56.628383,0.85,2717
5528,product_inquiry,Tell me about mouse,mouse is available. Priced at $414 with 20% discount.,2024-12-19T19:57:56.628383,0.83,2717
5529,product_inquiry,I'm looking for mouse,"Yes, mouse is in stock. The price is $872 and gift wrapping.",2024-11-29T13:31:21.628383,0.84,2717
5530,greeting,afternoon,Hello there!,2024-12-07T02:39:24.628383,0.97,2718
5531,technical_support,How to fix wifi,"I can help with wifi. Start by check settings, followed by contact support.",2024-12-20T07:16:49.628383,0.84,2718
5532,goodbye,ok bye,Bye bye!,2024-12-13T03:03:03.628383,0.96,2718
5533,order_status,Order #27736 status please,I've checked order #27736. Status: in transit. Expected arrival: in 2 days.,2024-12-21T01:05:00.628383,0.76,2718
5534,greeting,sup,Hi there!,2024-12-04T17:24:30.628383,0.96,2719
5535,payment_issue,Issue paying purchase,"For the payment issue with purchase, please check card details. Then try again in 1 hour.",2024-12-11T02:55:37.628383,0.91,2719
5536,greeting,morning,Hello!,2024-12-09T19:43:21.628383,0.96,2720
5537,goodbye,ok bye,Bye!,2024-12-05T18:14:15.628383,0.96,2720
5538,product_inquiry,Tell me about headphones,headphones is available. Priced at $994 with 1-year warranty.,2024-11-23T00:26:18.628383,0.79,2720
5539,greeting,heya,Hey! What's up?,2024-12-04T01:30:27.628383,0.99,2721
5540,technical_support,update not working,"To fix update, try: update software. If that doesn't work, contact support.",2024-12-17T05:07:51.628383,0.76,2721
5541,greeting,hey,Hey there!,2024-12-21T09:56:31.628383,0.97,2721
5542,product_inquiry,I'm looking for headphones,We have headphones. It costs $843 and comes with 1-year warranty.,2024-12-14T03:10:12.628383,0.92,2721
5543,product_inquiry,Do you have iPhone in stock?,We have iPhone. It costs $924 and comes with free shipping.,2024-12-01T22:45:44.628383,0.93,2721
5544,greeting,heyy,Hey! How can I assist you?,2024-12-06T13:45:27.628383,0.98,2722
5545,product_inquiry,Do you have laptop in stock?,laptop is available. Priced at $599 with 1-year warranty.,2024-12-10T20:50:53.628383,0.76,2722
5546,technical_support,Help with bluetooth,"For bluetooth issues: First update software, then contact support.",2024-11-25T22:19:55.628383,0.76,2722
5547,greeting,hello,Hello! How may I help you?,2024-11-28T08:03:27.628383,0.98,2723
5548,order_status,Order #12379 status please,Order #12379 is currently processing. Should arrive next week.,2024-12-09T22:24:12.628383,0.9,2723
5549,greeting,hii,Hi there! Need any help?,2024-12-10T01:17:13.628383,0.97,2724
5550,product_inquiry,Tell me about iPhone,"Yes, iPhone is in stock. The price is $517 and 1-year warranty.",2024-12-12T15:04:17.628383,0.93,2724
5551,greeting,hi hi,Hi there!,2024-11-29T03:59:28.628383,0.97,2725
5552,greeting,heyy,Hello! What brings you here?,2024-11-25T00:20:17.628383,0.99,2725
5553,order_status,Track order #23834,Your order #23834 is out for delivery. Estimated delivery: by end of week.,2024-12-08T04:59:14.628383,0.78,2725
5554,technical_support,Issue with update,"I can help with update. Start by update software, followed by contact support.",2024-12-08T03:03:05.628383,0.89,2725
5555,greeting,hi!,Hey! What's up?,2024-12-14T22:17:58.628383,0.97,2726
5556,order_status,Track order #85514,Your order #85514 is out for delivery. Estimated delivery: in 2 days.,2024-11-24T13:06:32.628383,0.77,2726
5557,payment_issue,Payment error order,"I'll help with your order payment. First try another payment method, then clear browser cache.",2024-11-24T20:12:07.628383,0.75,2726
5558,goodbye,later,"Take care, bye!",2024-12-15T02:18:20.628383,0.96,2726
5559,greeting,heya,Hello! What brings you here?,2024-12-01T10:27:37.628383,0.98,2727
5560,payment_issue,Can't pay for order,"To resolve payment for order, try try another payment method. If needed, contact your bank.",2024-12-15T02:51:22.628383,0.95,2727
5561,product_inquiry,Information about keyboard,We have keyboard. It costs $294 and comes with free shipping.,2024-12-13T08:09:16.628383,0.78,2727
5562,greeting,morning,Hello! How may I help you?,2024-12-19T19:53:47.628383,0.95,2728
5563,order_status,Track order #54409,I've checked order #54409. Status: in transit. Expected arrival: next week.,2024-11-25T01:50:10.628383,0.78,2728
5564,greeting,hello!,Hey! What's up?,2024-12-14T15:04:24.628383,0.98,2729
5565,payment_issue,Issue paying purchase,"For the payment issue with purchase, please verify billing address. Then clear browser cache.",2024-12-10T13:17:47.628383,0.89,2729
5566,payment_issue,Payment error order,"I'll help with your order payment. First check card details, then try again in 1 hour.",2024-11-23T11:03:24.628383,0.77,2729
5567,goodbye,peace out,"Take care, bye!",2024-11-25T00:36:24.628383,0.98,2729
5568,goodbye,cya,Have a great day!,2024-12-10T04:16:46.628383,0.98,2729
5569,greeting,hi,Hey! How can I assist you?,2024-11-30T18:05:14.628383,0.99,2730
5570,goodbye,peace,Bye bye!,2024-12-03T17:46:09.628383,0.97,2730
5571,product_inquiry,Price of iPhone?,"Yes, iPhone is in stock. The price is $183 and 20% discount.",2024-12-09T03:35:54.628383,0.83,2730
5572,greeting,hi hi,Hi! How can I help?,2024-12-19T19:43:13.628383,0.97,2731
5573,order_status,Order #52487 status please,Order #52487 is currently in transit. Should arrive next week.,2024-12-16T20:02:12.628383,0.94,2731
5574,technical_support,How to fix update,"To fix update, try: check settings. If that doesn't work, try safe mode.",2024-12-09T10:26:05.628383,0.94,2731
5575,goodbye,good night,Bye!,2024-12-15T10:43:24.628383,0.96,2731
5576,greeting,hiya,Hey!,2024-12-05T07:02:54.628383,0.98,2732
5577,goodbye,peace,Goodbye!,2024-12-21T15:38:37.628383,0.96,2732
5578,greeting,hiya,Hey!,2024-12-16T03:26:52.628383,0.96,2733
5579,greeting,hiya,Hey there!,2024-12-19T13:02:48.628383,0.99,2733
5580,product_inquiry,Do you have iPhone in stock?,We have iPhone. It costs $315 and comes with 1-year warranty.,2024-11-27T06:21:55.628383,0.9,2733
5581,greeting,hii,Hi! How can I help?,2024-12-09T19:47:20.628383,0.99,2734
5582,technical_support,Help with wifi,"To fix wifi, try: update software. If that doesn't work, reset to defaults.",2024-12-04T15:22:36.628383,0.76,2734
5583,greeting,hey there,Hey! How can I assist you?,2024-12-17T18:57:31.628383,0.99,2734
5584,greeting,heyy,Hello!,2024-11-23T02:43:01.628383,0.96,2735
5585,technical_support,app not working,"To fix app, try: check settings. If that doesn't work, reset to defaults.",2024-12-16T17:37:18.628383,0.88,2735
5586,payment_issue,Issue paying subscription,"To resolve payment for subscription, try check card details. If needed, clear browser cache.",2024-11-26T16:50:15.628383,0.93,2735
5587,greeting,evening,Hey!,2024-12-09T22:26:21.628383,0.97,2736
5588,technical_support,Problem with update,"For update issues: First update software, then try safe mode.",2024-12-10T06:27:28.628383,0.84,2736
5589,order_status,Where is my order #23378?,I've checked order #23378. Status: shipped. Expected arrival: by end of week.,2024-12-17T16:45:46.628383,0.93,2736
5590,greeting,howdy,Hi there! Need any help?,2024-11-25T09:53:17.628383,0.96,2737
5591,goodbye,gotta go,See you!,2024-11-23T00:23:49.628383,0.95,2737
5592,greeting,hi!,Hey! What's up?,2024-12-18T18:07:27.628383,0.99,2737
5593,greeting,hii,Hey there!,2024-12-19T00:22:59.628383,0.97,2738
5594,payment_issue,Problem paying purchase,"To resolve payment for purchase, try check card details. If needed, contact your bank.",2024-12-12T01:39:08.628383,0.8,2738
5595,product_inquiry,Information about laptop,laptop is available. Priced at $278 with gift wrapping.,2024-12-15T22:42:31.628383,0.78,2738
5596,payment_issue,Issue paying order,"I'll help with your order payment. First try another payment method, then clear browser cache.",2024-12-03T15:48:55.628383,0.94,2738
5597,greeting,hey,Hi there!,2024-12-14T00:29:37.628383,0.98,2739
5598,product_inquiry,I'm looking for speaker,speaker is available. Priced at $791 with 1-year warranty.,2024-12-03T04:09:24.628383,0.91,2739
5599,order_status,Order #12965 status please,Your order #12965 is in transit. Estimated delivery: by end of week.,2024-11-25T22:53:48.628383,0.85,2739
5600,order_status,Track order #57320,I've checked order #57320. Status: in transit. Expected arrival: in 2 days.,2024-12-16T07:58:02.628383,0.8,2739
5601,greeting,morning,Hello!,2024-12-20T09:48:36.628383,0.98,2740
5602,order_status,Can you check status of order #76719,I've checked order #76719. Status: in transit. Expected arrival: in 2 days.,2024-12-15T00:40:05.628383,0.81,2740
5603,payment_issue,Problem paying subscription,"For the payment issue with subscription, please verify billing address. Then try again in 1 hour.",2024-12-20T19:11:21.628383,0.78,2740
5604,payment_issue,Can't pay for service,"For the payment issue with service, please verify billing address. Then try again in 1 hour.",2024-12-21T19:07:49.628383,0.85,2740
5605,goodbye,ttyl,"Thanks, bye!",2024-12-04T05:16:10.628383,0.98,2740
5606,greeting,greetings,Hello! What brings you here?,2024-12-02T13:06:35.628383,0.95,2741
5607,product_inquiry,Tell me about keyboard,keyboard is available. Priced at $590 with 1-year warranty.,2024-12-04T04:38:36.628383,0.93,2741
5608,payment_issue,Can't pay for service,"I'll help with your service payment. First try another payment method, then contact your bank.",2024-11-22T17:37:55.628383,0.77,2741
5609,product_inquiry,Information about headphones,headphones is available. Priced at $918 with free shipping.,2024-12-16T14:48:28.628383,0.78,2741
5610,greeting,hello hello,Hello! What brings you here?,2024-12-01T06:43:13.628383,0.96,2742
5611,order_status,Where is my order #40897?,Your order #40897 is out for delivery. Estimated delivery: in 2 days.,2024-12-04T13:39:57.628383,0.87,2742
5612,technical_support,update not working,"I can help with update. Start by update software, followed by reset to defaults.",2024-12-21T07:35:59.628383,0.81,2742
5613,payment_issue,Payment failed for order,"I'll help with your order payment. First verify billing address, then try again in 1 hour.",2024-12-02T01:16:22.628383,0.84,2742
5614,goodbye,bye,Bye!,2024-12-10T06:54:02.628383,0.98,2742
5615,greeting,greetings,Hello! How may I help you?,2024-12-09T14:56:31.628383,0.97,2743
5616,payment_issue,Problem paying subscription,"I'll help with your subscription payment. First check card details, then contact your bank.",2024-11-28T05:44:09.628383,0.87,2743
5617,order_status,Where is my order #78398?,Your order #78398 is shipped. Estimated delivery: next week.,2024-12-10T23:27:20.628383,0.82,2743
5618,goodbye,peace,Goodbye!,2024-12-15T10:14:28.628383,0.98,2743
5619,greeting,hey,Hi! How can I help?,2024-12-18T20:39:15.628383,0.98,2744
5620,order_status,Track order #62712,Your order #62712 is in transit. Estimated delivery: by end of week.,2024-12-09T19:43:38.628383,0.88,2744
5621,goodbye,later,Bye bye!,2024-12-09T19:36:26.628383,0.95,2744
5622,order_status,Track order #39848,I've checked order #39848. Status: shipped. Expected arrival: by end of week.,2024-12-18T07:43:47.628383,0.82,2744
5623,greeting,heyy,Hi! How can I help?,2024-11-25T07:28:43.628383,0.98,2745
5624,order_status,I need update on order #66832,I've checked order #66832. Status: in transit. Expected arrival: next week.,2024-12-09T17:39:17.628383,0.93,2745
5625,technical_support,Help with wifi,"To fix wifi, try: update software. If that doesn't work, reset to defaults.",2024-12-17T06:47:33.628383,0.9,2745
5626,technical_support,Problem with login,"For login issues: First update software, then reset to defaults.",2024-12-13T08:55:38.628383,0.93,2745
5627,greeting,heya,Hey! How can I assist you?,2024-12-18T15:41:51.628383,0.96,2746
5628,order_status,Can you check status of order #12965,I've checked order #12965. Status: out for delivery. Expected arrival: next week.,2024-12-10T09:04:10.628383,0.87,2746
5629,technical_support,update not working,"For update issues: First check settings, then try safe mode.",2024-11-30T06:00:57.628383,0.83,2746
5630,greeting,hi there,Hey!,2024-12-20T09:19:13.628383,0.95,2747
5631,payment_issue,Can't pay for purchase,"I'll help with your purchase payment. First verify billing address, then contact your bank.",2024-11-24T16:10:07.628383,0.87,2747
5632,product_inquiry,Price of laptop?,laptop is available. Priced at $786 with 20% discount.,2024-12-03T16:09:39.628383,0.94,2747
5633,technical_support,update not working,"I can help with update. Start by check settings, followed by contact support.",2024-12-06T06:59:08.628383,0.83,2747
5634,greeting,hiya,Hello! How may I help you?,2024-12-19T13:40:09.628383,0.96,2748
5635,payment_issue,Can't pay for order,"To resolve payment for order, try check card details. If needed, contact your bank.",2024-12-06T04:08:26.628383,0.84,2748
5636,order_status,Where is my order #64969?,Your order #64969 is out for delivery. Estimated delivery: tomorrow.,2024-12-10T06:47:49.628383,0.81,2748
5637,greeting,morning,Hi there! Need any help?,2024-12-09T14:07:05.628383,0.95,2749
5638,technical_support,Problem with wifi,"For wifi issues: First clear cache, then reset to defaults.",2024-12-10T08:56:05.628383,0.92,2749
5639,technical_support,bluetooth not working,"To fix bluetooth, try: restart the device. If that doesn't work, reset to defaults.",2024-12-04T22:45:06.628383,0.92,2749
5640,greeting,hi!,Hey!,2024-11-29T04:43:42.628383,0.99,2750
5641,greeting,hiya,Hi! How can I help?,2024-12-10T00:07:54.628383,0.95,2750
5642,payment_issue,Issue paying subscription,"To resolve payment for subscription, try check card details. If needed, try again in 1 hour.",2024-12-06T23:59:10.628383,0.82,2750
5643,greeting,afternoon,Hey!,2024-12-16T01:45:23.628383,0.97,2751
5644,technical_support,Help with wifi,"For wifi issues: First update software, then reset to defaults.",2024-11-24T23:09:03.628383,0.83,2751
5645,payment_issue,Payment error service,"To resolve payment for service, try try another payment method. If needed, clear browser cache.",2024-11-30T07:07:16.628383,0.8,2751
5646,greeting,hi there,Hello!,2024-12-05T03:04:15.628383,0.96,2752
5647,greeting,hello hello,Hey! How can I assist you?,2024-12-02T05:33:52.628383,0.98,2752
5648,order_status,Order #95496 status please,I've checked order #95496. Status: shipped. Expected arrival: tomorrow.,2024-11-27T07:42:27.628383,0.88,2752
5649,goodbye,peace out,See you!,2024-12-11T00:59:39.628383,0.97,2752
5650,greeting,hello!,Hello! What brings you here?,2024-12-17T22:45:05.628383,0.96,2753
5651,greeting,hey there,Hi there!,2024-12-02T19:50:35.628383,0.97,2753
5652,product_inquiry,Information about iPhone,"Yes, iPhone is in stock. The price is $819 and free shipping.",2024-12-15T08:09:12.628383,0.9,2753
5653,payment_issue,Issue paying order,"To resolve payment for order, try try another payment method. If needed, clear browser cache.",2024-12-14T13:30:40.628383,0.79,2753
5654,greeting,evening,Hi there! Need any help?,2024-11-29T06:23:10.628383,0.99,2754
5655,greeting,evening,Hey there!,2024-11-23T06:02:07.628383,0.98,2754
5656,greeting,yo,Hello!,2024-12-13T09:58:09.628383,0.99,2755
5657,technical_support,Issue with bluetooth,"For bluetooth issues: First clear cache, then reset to defaults.",2024-12-20T22:37:21.628383,0.89,2755
5658,product_inquiry,I'm looking for tablet,tablet is available. Priced at $301 with 20% discount.,2024-12-07T23:15:38.628383,0.84,2755
5659,payment_issue,Payment error service,"To resolve payment for service, try verify billing address. If needed, clear browser cache.",2024-12-16T06:49:14.628383,0.9,2755
5660,greeting,hey hey,Hello!,2024-12-03T15:34:39.628383,0.96,2756
5661,technical_support,How to fix update,"For update issues: First restart the device, then contact support.",2024-12-10T15:10:51.628383,0.8,2756
5662,payment_issue,Payment error purchase,"To resolve payment for purchase, try try another payment method. If needed, clear browser cache.",2024-11-25T19:42:05.628383,0.89,2756
5663,greeting,heyy,Hello! How may I help you?,2024-12-19T12:23:05.628383,0.97,2757
5664,greeting,morning,Hello! How may I help you?,2024-12-17T18:18:02.628383,0.97,2757
5665,payment_issue,Payment failed for service,"For the payment issue with service, please verify billing address. Then try again in 1 hour.",2024-12-06T19:47:21.628383,0.91,2757
5666,greeting,afternoon,Hey there!,2024-12-03T04:35:21.628383,0.96,2758
5667,payment_issue,Problem paying order,"I'll help with your order payment. First check card details, then try again in 1 hour.",2024-12-21T16:40:41.628383,0.93,2758
5668,payment_issue,Can't pay for order,"For the payment issue with order, please check card details. Then try again in 1 hour.",2024-11-28T21:40:12.628383,0.95,2758
5669,greeting,heyy,Hi there! Need any help?,2024-12-04T18:57:50.628383,0.97,2759
5670,product_inquiry,Tell me about laptop,laptop is available. Priced at $698 with free shipping.,2024-12-15T14:43:42.628383,0.84,2759
5671,greeting,hii,Hello there!,2024-12-02T06:14:28.628383,0.96,2760
5672,technical_support,Help with bluetooth,"For bluetooth issues: First clear cache, then try safe mode.",2024-11-28T21:22:49.628383,0.79,2760
5673,order_status,Order #43434 status please,I've checked order #43434. Status: processing. Expected arrival: next week.,2024-12-11T10:59:29.628383,0.95,2760
5674,greeting,hey there,Hello! How may I help you?,2024-11-29T08:12:44.628383,0.99,2761
5675,payment_issue,Problem paying subscription,"To resolve payment for subscription, try verify billing address. If needed, try again in 1 hour.",2024-12-11T23:54:40.628383,0.93,2761
5676,payment_issue,Can't pay for subscription,"I'll help with your subscription payment. First try another payment method, then clear browser cache.",2024-11-23T03:31:52.628383,0.91,2761
5677,goodbye,ok bye,"Goodbye, take care!",2024-12-10T09:38:44.628383,0.97,2761
5678,greeting,hi there,Hello there!,2024-11-25T04:06:06.628383,0.99,2762
5679,greeting,hi there,Hello! How may I help you?,2024-12-20T08:58:40.628383,0.97,2762
5680,payment_issue,Payment failed for purchase,"For the payment issue with purchase, please try another payment method. Then contact your bank.",2024-12-22T08:46:17.628383,0.92,2762
5681,greeting,greetings,Hey!,2024-12-06T01:16:08.628383,0.97,2763
5682,payment_issue,Issue paying purchase,"For the payment issue with purchase, please verify billing address. Then contact your bank.",2024-12-14T22:53:00.628383,0.81,2763
5683,product_inquiry,Information about mouse,We have mouse. It costs $528 and comes with 20% discount.,2024-12-05T18:38:58.628383,0.87,2763
5684,technical_support,Issue with login,"To fix login, try: clear cache. If that doesn't work, contact support.",2024-11-26T01:42:47.628383,0.83,2763
5685,greeting,hi hi,Hello! How may I help you?,2024-11-26T10:21:46.628383,0.97,2764
5686,product_inquiry,Tell me about headphones,We have headphones. It costs $330 and comes with 1-year warranty.,2024-12-13T16:55:47.628383,0.77,2764
5687,order_status,Track order #10893,Your order #10893 is in transit. Estimated delivery: tomorrow.,2024-12-09T02:41:27.628383,0.82,2764
5688,payment_issue,Payment failed for service,"To resolve payment for service, try check card details. If needed, contact your bank.",2024-12-09T09:19:12.628383,0.77,2764
5689,greeting,hello!,Hello! How may I help you?,2024-12-15T23:47:19.628383,0.96,2765
5690,order_status,I need update on order #66832,Order #66832 is currently out for delivery. Should arrive in 2 days.,2024-11-27T16:48:49.628383,0.81,2765
5691,technical_support,Help with bluetooth,"I can help with bluetooth. Start by restart the device, followed by contact support.",2024-11-26T11:08:41.628383,0.93,2765
5692,order_status,I need update on order #93633,Your order #93633 is in transit. Estimated delivery: tomorrow.,2024-12-14T02:59:22.628383,0.8,2765
5693,order_status,Can you check status of order #23834,Your order #23834 is out for delivery. Estimated delivery: in 2 days.,2024-12-15T14:29:04.628383,0.91,2765
5694,greeting,hi!,Hi there!,2024-12-20T15:14:06.628383,0.99,2766
5695,goodbye,peace,See you!,2024-11-23T01:47:54.628383,0.99,2766
5696,greeting,hi there,Hi there! Need any help?,2024-12-07T17:24:40.628383,0.98,2767
5697,product_inquiry,Information about headphones,headphones is available. Priced at $567 with 1-year warranty.,2024-12-17T08:56:46.628383,0.92,2767
5698,greeting,evening,Hi!,2024-12-07T16:02:38.628383,0.97,2768
5699,product_inquiry,Information about tablet,We have tablet. It costs $897 and comes with 20% discount.,2024-12-16T20:20:41.628383,0.89,2768
5700,technical_support,Problem with bluetooth,"For bluetooth issues: First clear cache, then contact support.",2024-11-28T03:35:49.628383,0.95,2768
5701,technical_support,Problem with login,"To fix login, try: check settings. If that doesn't work, reset to defaults.",2024-12-11T07:13:37.628383,0.94,2768
5702,greeting,evening,Hello! What brings you here?,2024-12-12T21:47:05.628383,0.96,2769
5703,technical_support,wifi not working,"To fix wifi, try: restart the device. If that doesn't work, reset to defaults.",2024-12-16T20:34:42.628383,0.75,2769
5704,technical_support,How to fix login,"I can help with login. Start by clear cache, followed by try safe mode.",2024-12-13T15:54:41.628383,0.84,2769
5705,greeting,hi,Hello there!,2024-11-24T07:39:40.628383,0.96,2770
5706,goodbye,bye!,Bye bye!,2024-11-30T13:05:22.628383,0.97,2770
5707,order_status,Where is my order #73372?,Your order #73372 is processing. Estimated delivery: in 2 days.,2024-12-15T11:02:22.628383,0.78,2770
5708,product_inquiry,Do you have headphones in stock?,headphones is available. Priced at $881 with gift wrapping.,2024-12-15T18:59:29.628383,0.88,2770
5709,greeting,evening,Hello! What brings you here?,2024-12-09T20:53:34.628383,0.98,2771
5710,payment_issue,Issue paying purchase,"I'll help with your purchase payment. First verify billing address, then try again in 1 hour.",2024-12-07T15:49:23.628383,0.77,2771
5711,greeting,greetings,Hello there!,2024-12-10T11:13:50.628383,0.98,2771
5712,greeting,hello,Hey! What's up?,2024-11-25T12:10:23.628383,0.97,2772
5713,technical_support,Help with wifi,"For wifi issues: First check settings, then contact support.",2024-12-10T13:23:12.628383,0.75,2772
5714,payment_issue,Can't pay for service,"To resolve payment for service, try verify billing address. If needed, contact your bank.",2024-12-02T01:57:21.628383,0.79,2772
5715,technical_support,app not working,"I can help with app. Start by update software, followed by contact support.",2024-11-25T04:38:48.628383,0.9,2772
5716,greeting,yo,Hi there! Need any help?,2024-11-30T22:12:41.628383,0.96,2773
5717,technical_support,Problem with wifi,"I can help with wifi. Start by clear cache, followed by reset to defaults.",2024-12-18T07:42:13.628383,0.85,2773
5718,greeting,hi,Hey there!,2024-12-15T13:01:11.628383,0.99,2773
5719,greeting,hiya,Hey!,2024-11-22T14:56:57.628383,0.96,2774
5720,technical_support,How to fix login,"For login issues: First clear cache, then reset to defaults.",2024-12-20T16:37:17.628383,0.95,2774
5721,goodbye,bye,Bye bye!,2024-11-25T23:04:56.628383,0.99,2774
5722,greeting,evening,Hey!,2024-12-16T02:13:47.628383,0.99,2775
5723,goodbye,gotta go,Bye!,2024-12-17T11:58:32.628383,0.96,2775
5724,greeting,yo,Hi there! Need any help?,2024-12-02T03:51:33.628383,0.97,2776
5725,order_status,Order #56544 status please,I've checked order #56544. Status: out for delivery. Expected arrival: in 2 days.,2024-12-01T03:43:04.628383,0.86,2776
5726,order_status,Order #79066 status please,Order #79066 is currently in transit. Should arrive next week.,2024-12-08T21:37:33.628383,0.93,2776
5727,greeting,hey hey,Hello there!,2024-12-11T02:03:06.628383,0.98,2777
